Category_type,SKU,UPC,Product_Name,Collection,wholesale_price,Retail,Number_of_Cartons,Packing_Carton_Depth,Packing_Carton_Width,Packing_Carton_Height,Product_Shipping_Weight,Packing_Carton_Depth_2,Packing_Carton_Width_2,Packing_Carton_Height_2,Product_Shipping_Weight_2,Actual_Product_Length,Actual_Product_Width,Actual_Product_Height,Product_Weight,Product_Description,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Materials,Care_Instructions,Color,Warranty,Assembly_required,Cubic_Feet,Product_Shipping_Method,Drawer_Length,Drawer_Width,Drawer_height,Shelf_Length,Shelf_Width,Inches_in_between_shelf,Drawerheight
Accent Furnitures,ELG-713,674278007131,"Wine Cabinet Casters, Set of 4",, 10.00 ,19.99,1,7,6,3,1.65,,,,,2.75,1.75,4,0.34,Set of 4 Wine Cabinet Casters from Elegant Home Fashions to be used on item ELG-712 (glass/bottle cabinet). The casters can also be used with other cabinets - 150 weight capacity.,Metal mounting plate,Rubber wheels to protect floor,Set of 4,Weight capacity 150 lbs.,"Wheel is 1.75"" diameter",Ideal for transporting light furniture,,,,Metal/Rubber,,Blue/Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",N/A,,,,,,,,,
Bath Hardwares,BH60063,674278600639,"Chrome Towel Bar, Square Wall Mounts",, 7.00 ,15.99,1,30,4,4,3,,,,,27,2.75,4,1.5,Create a designer touch in your bathroom with this towel bar from Elegant Home Fashions. This stylish towel bar includes a beautiful Chrome finish with rounded edges and square wall mounts. It is sure to add an elegant touch to your bathroom décor.  Mounting hardware and installation instructions are included. ,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60064,674278600646,Chrome Towel Ring ,, 5.25 ,11.99,1,8,8,8,3,,,,,7,8,3,1.5,Create a designer touch in your bathroom with this towel ring from Elegant Home Fashions. This stylish towel ring includes a beautiful Chrome finish. It is sure to add an elegant touch to your bathroom décor. Mounting hardware and installation instructions included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60065,674278600653,Chrome Wall-Mounted Double Hook,, 5.25 ,11.99,1,6,6,6,3,,,,,5.8,2.75,4.5,1.5,Create a designer touch in your bathroom with this double hook from Elegant Home Fashions. This stylish towel hook includes a beautiful Chrome finish with rounded edges and a square wall mount. It is sure to add an elegant touch to your bathroom décor. Mounting hardware and installation instructions are included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60066,674278600660,BH60066 Towel Holder,, 5.25 ,11.99,1,8,8,8,3,,,,,7.25,2.75,4,1.5,Create a designer touch in your bathroom with this towel holder from Elegant Home Fashions. This stylish towel holder includes a beautiful Chrome finish and rounded edges and a square wall mount. It is sure to add a modern touch to your bathroom décor. Mounting hardware and installation instructions included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60067,674278600677,"Chrome Towel Bar, Round Wall Mounts",, 7.00 ,15.99,1,30,4,4,3,,,,,26.5,3,4,1.5,Create a designer touch in your bathroom with this towel bar from Elegant Home Fashions. This stylish towel bar includes a beautiful Chrome finish with rounded edges and wall mounts. It is sure to add an elegant touch to your bathroom décor.  Mounting hardware and installation instructions are included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60068,674278600684,BH60068 Towel Ring ,, 5.25 ,11.99,1,8,8,8,3,,,,,7,3.5,8.5,1.5,Create a designer touch in your bathroom with this towel ring from Elegant Home Fashions. This stylish towel ring includes a beautiful Chrome finish. It is sure to add an elegant touch to your bathroom décor. Mounting hardware and installation instructions included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60069,674278600691,BH60069 Double Hook,, 5.25 ,11.99,1,6,6,6,3,,,,,3.5,4,3,1.5,Create a designer touch in your bathroom with this double hook from Elegant Home Fashions. This stylish towel hook includes a beautiful Chrome finish with rounded edges and a round wall mount. It is sure to add an elegant touch to your bathroom décor. Mounting hardware and installation instructions are included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,BH60070,674278600707,BH60070 Towel Holder,, 5.25 ,11.99,1,8,8,8,3,,,,,7,4,3,1.5,Create a designer touch in your bathroom with this towel holder from Elegant Home Fashions. This stylish towel holder includes a beautiful Chrome finish and rounded edges and a round wall mount. It is sure to add a modern touch to your bathroom décor. Mounting hardware and installation instructions included.,Wall mount design,Mounting hardware and installation instructions included,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-002C,674278600455,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a chrome finish with clear acrylic ball at the end where the stem meets the base. This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a chrome finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-002S,674278600462,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a satin nickel finish with clear acrylic ball at the end where the stem meets the base. This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a satin nickel finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Satin Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-003C,674278600479,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,"This Freestanding Bath Towel Ring from Elegant Home Fashions features a chrome finish with a clear acrylic ""sun"" at the end where the stem meets the base for a touch of bling. This simple design adds an elegant look to your bath without any extra effort.",Constructed of steel with a chrome finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-003S,674278600486,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,"This Freestanding Bath Towel Ring from Elegant Home Fashions features a satin nickel finish with a clear acrylic ""sun"" at the end where the stem meets the base for a touch of bling. This simple design adds an elegant look to your bath without any extra effort.",Constructed of steel with a satin nickel finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Satin Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-005C,674278600493,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a chrome finish with simple lines that blend with any decor.  This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a chrome finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-005S,674278600509,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a satin nickel finish with simple lines that blend with any decor.  This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a satin nickel finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Satin Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-006C,674278600516,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a chrome finish with simple lines that blend with any decor.  This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a chrome finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-006S,674278600523,Freestanding Bath Towel Ring,, 8.00 ,24.99,1,6,6,14,2,,,,,5,5,14,1.5,This Freestanding Bath Towel Ring from Elegant Home Fashions features a satin nickel finish with simple lines that blend with any decor.  This simple design adds an elegant look to your bath without any extra effort.,Constructed of steel with a satin nickel finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,,Satin Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,DW-007S,674278600622,Freestanding guest towel holder,, 12.00 ,26.99,1,9,9,15,3,,,,,8.45,4.75,12.8,1.5,"Create a designer touch in your bath with this freestanding guest towel holder from Elegant Home Fashions. This stylish towel holder includes a beautiful Chrome finish and a unique design. Is  sure to add an elegant, modern touch to your bathroom décor. Countertop design holds two towels. No assembly required.",Constructed of steel with a chrome finish,Holds 2 towels,Countertop design,Ready for use,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,EPR-017,674278600547,Freestanding Bath Toilet Paper Holder,, 8.25 ,24.99,1,9,9,30,3.5,,,,,8.7,8,28,3,This Freestanding Bath Toilet Paper Holder from Elegant Home Fashions in a chrome finish offers an organized and unique way to keep your toilet paper handy. It has a bar at the top to hold the current roll in use and the area at the bottom can hold a few extra rolls.,Constructed of steel with a plated finish,Storage for additional rolls of toilet paper,Freestanding floor design,Ready for use,,,,,,Steel ,,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,EPR-018,674278600585,Rounded Chrome Toilet Brush and Holder,, 12.00 ,27.99,1,9,9,30,3,,,,,4.25,4.25,15.75,2,Create a designer touch in your bath with this toilet brush from Elegant Home Fashions. This stylish toilet brush with holder includes a beautiful Chrome finish and rounded design. It is sure to add an elegant touch to your bathroom décor. No assembly required.,Ready for use,Wipe clean,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,EPR-019,674278600592,Chrome Toilet Brush and Holder,, 12.00 ,27.99,1,9,9,30,3,,,,,4.25,4.25,15.75,1.9,Create a designer touch in your bath with this toilet brush from Elegant Home Fashions. This stylish toilet brush with holder includes a beautiful Chrome finish and rounded design. It is sure to add an elegant touch to your bathroom décor. No assembly required.,Ready for use,Wipe clean,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,EPR-020,674278600608,Brushed Nickel Toilet Brush and Holder,, 12.00 ,27.99,1,9,9,30,3,,,,,4.45,4.45,15.75,1.9,Create a designer touch in your bath with this toilet brush from Elegant Home Fashions. This stylish toilet brush with holder includes a beautiful Brushed Nickel finish and rounded design. It is sure to add an elegant touch to your bathroom décor. No assembly required.,Ready for use,Wipe clean,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Brushed Nickel,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
Bath Hardwares,EPR-021,674278600615,Chrome Toilet Brush and Holder,, 12.00 ,27.99,1,9,9,30,3,,,,,4.65,4.65,16.15,1.9,Create a designer touch in your bath with this toilet brush from Elegant Home Fashions. This stylish toilet brush with holder includes a beautiful Chrome finish and rounded design. It is sure to add an elegant touch to your bathroom décor. No assembly required.,Ready for use,Wipe clean,No assembly required,,,,,,,Steel ,Wipe clean with a soft damp cloth,Chrome,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",No,,,,,,,,,
